,message
21986,"The only society we all should know is Gokuldham society
"
21987,"Jo bol nahi para..... usko marks mil raha hai?
"
21988,"Kaise pata h @918917598906 🙂
"
21989,"Mere bhut frnds hai wahan🥲
"
21990,"Mere bhi dosti karao🌚
"
21991,"Meri bhi🌝
"
21992,"Ek frnd hai woh ranchi se hi hai🌝
"
21993,"Tum to wahi rhte ho bana lo🌚
"
21994,"Royal lagoon main rehti
"
21995,"No. Do aaj main free hu🌚
"
21996,"friend ladka hua toh bhi no. chahiye kya bhai🌝🌝
"
21997,"Viva de le 😂
"
21998,"Ladka hua to
Aaj thoda sa kaam baad me milenge🙂
"
21999,"Viva de de pehle bc
"
22000,"Last me ekdum🤣🤣
"
22001,"Ladki hai😂
"
22002,"Last me h🤣🤣
"
22003,"🌝
"
22004,"Free hu main🌚🌚
"
22005,"😂😂😂😂
"
22006,"🤣🤣🤣🤣
"
22007,"Kitna roll no tak pahuche?
"
22008,"285
"
22009,"Ni degi woh😂
"
22010,"Chii chii
"
22011,"@918917598906 name bol uska
"
22012,"ye kya dene ki baat kar rahi ho👀👀
"
22013,"meraaaaaa viva khtm hojaye pls phat rhi meri🥲
"
22014,"Mujhe to nahi dikhi hai aaj tak kabhi🥺
"
22015,"Dene pe kaise phle baat chit to ho🤣🤣
"
22016,"🌝
"
22017,"Isko sirf lene Dene matlab hai🙂
"
22018,"@918210037427 bhai tum sir ke samne komedi kar dena sir khush hoke jyada marks de denge tumhe🙂🙂
"
22019,"Konsa roll chal raha ??
"
22020,"287
"
22021,"Wahi na yaar gande log🥲
"
22022,"Haaa last me aayega tab🥲
"
22023,"Haan Bhai pyaar mohabbat se unhe matlab nahi hai🙂
"
22024,"Wahi na bhai hume sabse matlab h🌚
"
22025,"haan bhai🙂🙂🥲
"
22026,"🥲🥲🥲
"
22027,"bhai maine suna tumne kal ka paper ekdum phad ke rakh diya🔥🔥
"
22028,"Haaaa bhai kl mast gya paper 
@918963969526 
@918639102642 
@919102485981 
@917978056259 
@916394650588 sabke saath mil ke diye the🌚🌚
"
22029,"<Media omitted>
"
22030,"<Media omitted>
"
22031,"🙏🙏🫡🫡🫡🫡
"
22032,"🤣🤣🤣🤣🤣
"
22033,"😂😂😂
"
22034,"🤣🤣🤣
"
22035,"<Media omitted>
"
22036,"Kyun ye seedhi nahi hai kya🙂
"
22037,"No comments🙂
"
22038,"Samajh gaya🙂
"
22039,"Bhaiiiii
"
22040,"Last me aate aate itna kyu puch rhe h?🥲
"
22041,"Kyu ho tum itna harami bolo toh
"
22042,"Ye to theory kal ke theory me se puch raha he
"
22043,"Toofan se peedhit ban rhi thi🥲
"
22044,"Konse roll no. par hain abhi
"
22045,"Sir wo blur kiya hua h background 🙂
"
22046,"299
"
22047,"Yeh X and Y axis wala batao toh zara🙂netwons ring wala
"
22048,"X pe Len y pe time
"
22049,"E and D kya tha🙂
"
22050,"E+D kya tha🙂
"
22051,"ED🌝
"
22052,"E is width of slits and d is width of parallel scratch es
"
22053,"Diffraction grating
"
22054,"Engineering drawing😂😂😂
"
22055,"Uska formula yaad karle
"
22056,"Bar pendulam me 12 holes🙂
"
22057,"Shayad 4
"
22058,"Sushree ki yaad aa gayi
"
22059,"Distance between two holes 5🙂
"
22060,"😐
"
22061,"Bhai tumko pasand thi kya🌚🌚
"
22062,"@918963969526 puch lo sir🤣🤣🤣
"
22063,"This message was deleted
"
22064,"Nahi 🤢
"
22065,"4 hota hai bhai
"
22066,"🙂ok
"
22067,"Bhai ye kaisa wala Viva hai 🥲🥲
"
22068,"Movie name yaad karo
"
22069,"Kyu kya hua
"
22070,"Bhai ameer khan ka name yaad rakho sarfarosh mein kya tha 😂😂😂
"
22071,"Ajay Singh Rathod hai aur Hardatt Rathod
"
22072,"Isliye sir puche
"
22073,"Waaaaah waaaaaah
"
22074,"Aacha
"
22075,"Galat hai
"
22076,"😂😂
"
22077,"+1
"
22078,"😂😂😂
"
22079,"Abe theek hai na sar pe chadh jao😂
"
22080,"Viva mein marks gaya
"
22081,"Ajay singh rajput
"
22082,"Rathod*
"
22083,"@918917598906 ab uska name baata🌝
"
22084,"Haaa mera bhi viva ho gya🌚
"
22085,"Kesa hua?
"
22086,"Harshit se ask
"
22087,"Pucha 2 question maine guess krke bataya ab shi h ki nhi pata nhiii 🥲🥲
"
22088,"Shhhhh🤫
"
22089,"Batana pls🥺
"
22090,"Bhai bolna🙂
"
22091,"Bhaii bolo piche lene bole
"
22092,"Roll number
"
22093,"Insta pe bhej de rhe h🌚
"
22094,"lateral strain, also known as transverse strain, is defined as the ratio of the change in diameter of a circular bar of a material to its diameter due to deformation in the longitudinal direction.
"
22095,"@918917598906 ye pakka royal Lagoon mein rehti hai
"
22096,"Jii 😂😂
"
22097,"Harshit photo bheja kya?😂
"
22098,"Rukk dehta
"
22099,"Dekhta hun
"
22100,"@918210037427 😂😂😂
"
22101,"Haaa haaa🤣🤣🤣
"
22102,"Yaar khatam karvao😭
"
22103,"Haan mene dekha bhai harshit tum try karlo
"
22104,"Itne followers h chor do🙂
"
22105,"Bhai range ke bahar hai
"
22106,"@918917598906 wese ye konse tower mein rehti hai
"
22107,"Itna ni pta bc
🥲
"
22108,"Ho gaya 🥲
"
22109,"Kuch jyada hi but itna followers kaise?🙂
"
22110,"Kitna hai
"
22111,"19.6k🙂
"
22112,"Very rich ass kid 🥲
"
22113,"Wo to photo dekh ke lag rha h🙂🙂
"
22114,"Puri
"
22115,"Acha acha aese rich friends kese banate hain🥺
"
22116,"bye
"
22117,"Mujhe wo wahi dekh ke samajh aagaya tha ki range ke bahar hai
"
22118,"Kuch jyada hi bhai🙂🙂
"
22119,"Baatade na harshit aur meri bhi kaam aaega
"
22120,"Wahi na yaar🥲
"
22121,"Bata ke toh jaati kaise banate rich frandz 🥲
"
22122,"<Media omitted>
"
22123,"Achaaa
"
22124,"Achaaa
"
22125,"Lateral Strain ma definition
"
22126,"Bta diyo ek baar sahi wala
"
22127,"Ka*
"
22128,"<Media omitted>
"
22129,"Bhai lateral strain ka definition chahiye possion's ratio ka nahi
"
22130,"YAHI HAI
"
22131,"*
"
22132,"Yahi hai sahi
"
22133,"Thank you bhai 🫂🫂✨✨
"
22134,"🤝🏻🙂
"
22135,"@917000723413 pura ambikapur ghuma h kya?🙂
"
22136,"Tum ranchi nahi ghuma hai kya 🌝
"
22137,"Nhiiii itna nh pata mere ko🥲🥲
"
22138,"😂😂😂
"
22139,"Guys Least Count of Spectrometer?
"
22140,"0.01
"
22141,"🤣🤣🤣
"
22142,"Thanks Bhai ❤️
"
22143,"Nahi bhai google pe dekho
"
22144,"Bhai google par 1 min likha hai
"
22145,"Bhayyyy yaar
"
22146,"Mera last roll kyu hai
"
22147,"😭😭
"
22148,"Haan wahi
"
22149,"Kisi chiz me khushi nahi hai aapko
"
22150,"Kiit ko mail karo tum🙂
"
22151,"Arrree yaaar expose hi kar dete ho 🥲🥲
"
22152,"Haan bhai aao kabhi idhar 🌝
"
22153,"Raipur wapis aaye to pakka🌚
"
22154,"Ek face plane ek face convex
"
22155,"Ban gaya convex lens wowwww
"
22156,"Kyu baithe ho khali bajao taali
"
22157,"<Media omitted>
"
22158,"Bhai mene school jaane se pehle yahi dekhta tha🙂
"
22159,"@917702068524 🙂 kabhi up kabhi vizag
"
22160,"Apna kaam khud karo 🤧
"
22161,"😂😬😬😬
"
22162,"Bhaiii ab to pata he kya questions pichee ga
"
22163,"Aims puch raha he
"
22164,"Same yaar 6 baje🥺
"
22165,"Tumse observation table banwaenge😂
"
22166,"ha last ke 30s meh change kardiye
"
22167,"Hogaya sabka viva 🙂
"
22168,"Hann
"
22169,"🥹
"
22170,"Bhai kyu emotional ho raha hai?
"
22171,"Khatam hua🙂
"
22172,"Jitna expect kiya tha usse kafi zyada aasaan aur less stress wala tha tbh
"
22173,"This message was deleted
"
22174,"Bee mam ka no do na koi
"
22175,"🥚actly🙂
"
22176,"Mam bhav kha rhi hai ...reply nhi deri hai mere dm ka ! 🥲
"
22177,"Just dump her 😤
"
22178,"Typical female gender behaviour spotted
"
22179,"This message was deleted
"
22180,"Are Bhai activity ka doubt pucha Hoon ...reply nhi de rhi hai
"
22181,"Group m puch
Fayda nhi dm main slide krke...she never replies
"
22182,"Actually she does 🙂
"
22183,"exception you're 
main personally text ki thi bolti hai not here dear ask me in group🥲
"
22184,"Hume to dear bhi nahi bulati🥺
"
22185,"No lab class at 8 AM tomorrow. In stead, I will take extra class at 4.30 pm in Google classroom
"
22186,"sir kya sabka lab nahi liye?
"
22187,"Ye to hona hi tha🙂
"
22188,"Arre extra class hai
"
22189,"<Media omitted>
"
22190,"Arre ye maat bhejo raat mein daar lagta hai🥺
"
22191,"Extra class me kya...lab ka ya theory ka 🙄
"
22192,"Mostly theory ig
"
22193,"Theory bola to tha last class(theory) mein
"
22194,"Kl konse grp se ppt presentation h?🙂
"
22195,"Group 5 se 8 i guess
"
22196,"Tumhare end sem ke baad🙂
"
22197,"Tumhara*
"
22198,"Acha acha🥲
"
22199,"Mera to shayad hi aayega🥲
"
22200,"bolke fydaa bhi kya woh suntaa hi kaha he jo🥲
"
22201,"i am surprise this 
im not satisfied this one 
itna hi bolega🙃
"
22202,"Bolnr se marks milega na🙂
Bina bole kya mileha?
"
22203,"mene bhi toh bola tha 🙃 mark toh nahi aur bohot kuch gyan pelke chla gya
"
22204,"wese mene nahi bola tha baki members ne bola tha mwre grp se🤣
"
22205,"Ab ajib sir h🙂🙂
"
22206,"🍌
"
22207,"<Media omitted>
"
22208,"🍌
"
22209,"🍌
"
22210,"🏐🍌🏐
"
22211,"<Media omitted>
"
22212,"😶
"
22213,"Mujhe aisa kyu lag rha hai yaha kuch ganda sanda chal rha hai🤔
"
22214,"🙂
"
22215,"<Media omitted>
"
22216,"Tumhari soch gandi h🙂
"
22217,"Bhai wo volleyball hai khelo usse aur uske baad banana khaa lena🌝
"
22218,"Kl subah direct 11 se class right?
"
22219,"Wrong🙂
"
22220,"11:20 se
"
22221,"<Media omitted>
"
22222,"This message was deleted
"
22223,"kisika bee exp 9 hua kya🙃
"
22224,"@918210037427 kya ye tu hai🙂?
"
22225,"Nhiii main nhi hu🥲
"
22226,"Nhii bro🥲
"
22227,"Oh sorry mujhe laaga🙂
"
22228,"Tujhe laga?🙂
"
22229,"😂
"
22230,"😒😒
"
22231,"Saale mazak kar raha
"
22232,"🫂
"
22233,"Haaa bsdk pata h🤣🤣
"
22234,"Par tab bhi wo famous h ban ne me koi dikkat nhi🤣🤣
"
22235,"<Media omitted>
"
22236,"😂
"
22237,"🤣🤣🤣
"
22238,"Shit🥲
"
22239,"@919555110318 
Ab kya bologe
"
22240,"Ab main gayab hun
"
22241,"😌
"
22242,"Bol do..
Talked with faculty and he is denying ur proposal
"
22243,"Are wo uska no mang rahi
"
22244,"Proposal 😙
"
22245,"Karlo ajj
"
22246,"8989898989
"
22247,"He said I am not satisfied this is not good Narmada
"
22248,"Roz roz kyun postpone karva rahe sab......Aaj classes nahi hai itni toh aaj Karlo......bina padhe dena hai kya endsem?!
"
22249,"Aur kam se kam discuss karliya karo group mein......majority ke saath Jaya Karo sab.....
"
22250,"+1
"
22251,"Ohk 😤
"
22252,"are mam ko message kar do mam le sakte ho class sir se baat ho gai ha🥲...aaj nahi manegi voh
"
22253,"Gussa mat ho.....fact state kar raha hun......max 15 days hain....ab end sem mein....
"
22254,"ab kya karna hai maths ka ? likh de we talked and sir changed the timings?
"
22255,"ha🥲
"
22256,"okkk.
"
22257,"Sab log ready ho toh kardo.....
"
22258,"mein likh du ?
"
22259,"bro aaj option hi nahi hai🥲
"
22260,"okkk
"
22261,"👍
"
22262,"🙏☺️
"
22263,"Maam we contacted sir and he shifted the timings. So you can take class from 10 to 11 am.
"
22264,"yeh sahi hai na ?
"
22265,"👍
"
22266,"okk
"
22267,"Haan
"
22268,"bhej diya😊.
"
22269,"🙃
"
22270,"Ha wohi, aaj aur koi classes nahi hai to koi problem nahi, warna wo aise aise din legi jab actually me exam ho🥺
"
22271,"wahii.
"
22272,"Mam ko ab shak ho ra hoga ...soch rhi hongi ..ye bacche log mereko chutiya banate rehte hain
"
22273,"8:30 ko surprise deke woh khud bhi koi magician nahi ban rahi 🙃
"
22274,"Mam ka tab Kat jaata if no one would have replied 🙄
"
22275,"🕐
🕑
🕒
🕓
🕔
🕕
"
22276,"Koi ni, jo bhi reply diya, they tried 🤧
"
22277,"🥺
"
22278,"Teri clock bhi nashedi, hour hand ghum raha, minute wala nahi 🤦
"
22279,"Gopal Gupta B11 KIIT removed +91 93411 98544
"
22280,"@918963969526 bro, tum aaj duty pe 😂😂
"
22281,"😅😁
"
22282,"Attendance started.......
"
22283,"🥴👍
"
22284,"Ha
"
22285,"Harish🙂
"
22286,"Officially duty or tho yeah hi tha🙂
"
22287,"😂😂😂😂
"
22288,"🤣🤣🤣
"
22289,"Kisko remove Kiya Bhai ?
"
22290,"😂😂😂😂😂
"
22291,"Pata ni apne sec ka nahi tha
"
22292,"This message was deleted
"
22293,"12 20
"
22294,"👍🏻
"
22295,"Bee ka link de do
"
22296,"https://meet.google.com/rre-ajsg-hbi
"
22297,"Bee wala submission kab h?🥲
"
22298,"Kl
"
22299,"Activity 4 ka?
"
22300,"Date badhwao yaar 🥲
"
22301,"+1
"
22302,"Bol
"
22303,"kal🙂?
"
22304,"Sala main pucha to ignore Kar di mam ...prantik pucha to BTA di
"
22305,"Dare aage karwao na🥲
"
22306,"Ni mazak tha
"
22307,"Kab h fir?
"
22308,"Kya ptta jb submission link aayega TB bnalenegw
"
22309,"Screen record kaise karenge kiit ka laptop mein ?
"
22310,"Mobile se
"
22311,"haath se
"
22312,"Are yaar ...bta do na
"
22313,"Sabka group ban gya ?
"
22314,"???
"
22315,"group bana kya activity ka
"
22316,"Obs download karle
"
22317,"Windows g dabao x box ka menu open hoga..
Usi se. Karlo nhi to koi dusra software karlo..
"
22318,"null
"
22319,"Ye hi kr tu🙂
"
22320,"null
"
22321,"Thankyou🥲
"
22322,"🥲🥲🥲
"
22323,"Welcoem🙂
"
22324,"@917366932494  ja bhai.. 😂
"
22325,"Kyu isko pasand hai kya🙂
"
22326,"Pata nahi details par uske dil mai dard hai na kuch dino se?
"
22327,"Crush h uski?🙂
"
22328,"Wo dard kam ho jaega 😂
"
22329,"😂
"
22330,"😂 mam ko handsome bola tha ekbaar
"
22331,"Mam ko handsome 🙂
"
22332,"<Media omitted>
"
22333,"<Media omitted>
"
22334,"😂😂
"
22335,"@919653248340 bhai admins ko bol ke nikalwao🙂
"
22336,"null
"
22337,"Damnn
"
22338,"Waah 😂
"
22339,"Haan bhai @918987638363 se contact karo
"
22340,"😂😂😂
"
22341,"Haaa wahi na🤣🤣
"
22342,"And here goes the editing award to our @918917598906
"
22343,"Tu side m Jake beth
"
22344,"@918917598906 aaj tu pura busy lag rahi hai 😂😂
"
22345,"aaj fir @918917598906 mood mein hai😂😂
"
22346,"Thankyou🫶
"
22347,"💕
"
22348,"Timepass krrhi boring lgrha😂
"
22349,"<Media omitted>
"
22350,"Evs ka link
"
22351,"Jao kuch kaam karo 🙂
"
22352,"Divyansh ko mera suggestion acha nahi laga lagta hain
"
22353,"<Media omitted>
"
22354,"Shadap
"
22355,"Dafa ho ja tu
"
22356,"🙂
"
22357,"🙂
"
22358,"<Media omitted>
"
22359,"Same to you
"
22360,"<Media omitted>
"
22361,"meet.google.com/omd-jcwm-hhw
"
22362,"Kya ye presentation le raha hai
"
22363,"Sir door andar se close karne gae hai🌝
"
22364,"Haa ye presentation le rha h
"
22365,"Saala beech mein wait wait
"
22366,"Private moment 🙂
"
22367,"Sir ppt hi dekh rhe h na?🙂
"
22368,"Pichle bar bol raha tha i don't interrupt in between 🙂
"
22369,"<Media omitted>
"
22370,"<Media omitted>
"
22371,"Mein camera nahi on karunga inke intention ache nahi hai🥺
"
22372,"Ye full attendance liya tha pichle bari ?
"
22373,"Audience
"
22374,"Mtlb jinlogo ka ho gaya vo kya kare
"
22375,"Maut ka tamasha dekhe
"
22376,"🥲🥲
"
22377,"Bhai Maity sir dusre bacho ke samne bejati karega
"
22378,"<Media omitted>
"
22379,"Tali nahi mare na yeh log😤
"
22380,"Abe ye to school ke bache hai🙂
"
22381,"<Media omitted>
"
22382,"Leave kr attendance ke time aa ja
"
22383,"Sar Hamra virtual balatkar karne pe kyun tule hue hai 🙂
"
22384,"Ye apna ghar walo ko kyu le aaya hai dikhane 🤣🤣
"
22385,"Saala chamatkar kar raha hai last class se
"
22386,"Bhai school ke bache hai wo😂
"
22387,"😘 ke bachhe hai....
"
22388,"Movie dikhaunga bolke idhar le aaya ree 🤣🤣
"
22389,"Bhai Dil kisko de raha hai😂
"
22390,"<Media omitted>
"
22391,"😂😂🔥
"
22392,"Bichare bache 🥲
"
22393,"KISS ke bachhe bhaiii 😂
"
22394,"Oh bhai tum bhi emoji sahi use kar rahe😂
"
22395,"Aaj kuch bol nhi rha yeh last class toh kafi bola🙃
"
22396,"Ye unka step dad aur kya
"
22397,"Aaj audience h na isliye chup h🙂
"
22398,"Kaise ghoor rhe dono😭
"
22399,"<Media omitted>
"
22400,"Wait karo abhi bolega
"
22401,"<Media omitted>
"
22402,"😂😂
"
22403,"Daar mat🙂
"
22404,"Matlab aaj presentation ke baad kuch aur bhi dekhne milega🌝
"
22405,"Khush hogya na😂😂😂
"
22406,"Nhi bolega isko ik chal challenge
"
22407,"Last grp wale daat khane se nhi darte😎
"
22408,"<Media omitted>
"
22409,"😂😂😂
"
22410,"🥺
"
22411,"Usike under wasuli karne ka internship karne aye hai shayad ye log
"
22412,"Last grp walo ko kaunsa chance milega 🌝
"
22413,"Milega milega 
Milega na?🥺
"
22414,"Kuch kar nahi sakta, teacher la ke dekhne ko bola🥺
"
22415,"Haan aur marks bhi nahi milega🌝
"
22416,"😂😂
"
22417,"Bhot time hai na hamare paas 🌝
"
22418,"Mein ek baat bolu😂😂😂😂😂😂😂
"
22419,"😂😂😂😂😂😂😂😂
"
22420,"😂😂😂
"
22421,"😂😂😂😂
"
22422,"Darao mat be🙂
"
22423,"😂😂😂😂😂😂
"
22424,"😂😂😂😂😂
"
22425,"Konse movie ka dialogue hai
"
22426,"Nahi hass le pehle
"
22427,"😂😂😂😂
"
22428,"Bahut 🌚
"
22429,"😂😂😂😂😂😂😂😂
"
22430,"Dhoni...
"
22431,"Dhoni
"
22432,"Abey itti haasi aarhi na
"
22433,"Abeee bol toh de
"
22434,"Tab mat bol🙂
"
22435,"Has lol fir bol lo
"
22436,"Yaar par art ka EVS se kya lena dena🧐
"
22437,"@918917598906 Matt hi bol tu chorde🤦‍♂️
"
22438,"<Media omitted>
"
22439,"@918917598906 baat agar funny nahi hui na🙂
"
22440,"Esa lgrha shoot pe bethe hai 
Ye sir main character 
Piche dono aise hi bethe hai serial killer😂
"
22441,"😂😂😂
"
22442,"Tu ni smjhegaaa
"
22443,"null
"
22444,"Mereko dekh kr hi haasi aarhi
"
22445,"😂😂😂😂😂
"
22446,"@919348103415 dekh bhai art se evs ka lena dena🤣
"
22447,"Jitna haasi tu utna to maja nhi aaya🙂
Grp se nikalo
"
22448,"Bhai behen ka rltn mt khrp kro
"
22449,"@918210037427 tere liye bandi
"
22450,"Ye log ese kyu bethe h yaar😂😂😂😂😂😂😂😂😂
"
22451,"Nhiii rhne do🙂🙂
"
22452,"<Media omitted>
"
22453,"Ye log movie dekhne aye the...
Ab bakchodi dekh rahe hai sir ka 🙂
"
22454,"Woww😂😂😂😂😂😂😂😂
"
22455,"Bhai jharkhand mein bhi hai na tribal area
"
22456,"Kyuki marks ke liye ye sab bhi krna hota h🤣🤣
"
22457,"😒😒😒
"
22458,"@918210037427 bhai kya baat hai🌝
"
22459,"Tum agar tribal ho to tumko sari benefits milegi🙂
"
22460,"intimacy ni bc dono ke bich tch tch
"
22461,"Nhiii chaiye 🙂
"
22462,"😂😂😂😂
"
22463,"💀
"
22464,"Abhi toh aaye hai rukh thoda
"
22465,"Inko batana h fayda?🙂
"
22466,"Bhai mein nahi hun tribal 🙂
"
22467,"Niche dekhna haath waath pakdee honge
"
22468,"kya faeda bhai ghata hi hota hai😂
"
22469,"😅😅😅😂😂😂
"
22470,"Hain ya nahi
"
22471,"Ban jao iit ke seat chutki me aa jayegi🙂
"
22472,"Taiwan m bhi h
"
22473,"hai bhai. bohot hai
"
22474,"Bhai adivasi ko fayda nhi h?🙂
"
22475,"Thoda closeness badha guis
"
22476,"Hath ya kuch🙃
"
22477,"Aaj se tum tribal (harshit tribal)
"
22478,"unko hai, humlog ko ghata hai😂
"
22479,"Ladka ka expression dekh kr laag ni rha kuch aur pakda hoga
"
22480,"Iit ka seat dilwa do ban jaunga🙂
"
22481,"Wahi to bol raha harshit kya bol raha samajhenge nahi
"
22482,"Are dono eyes bhi blink nhi kr rhe😭
"
22483,"Kuch jyada hi unlog ka aur normal wasi ka Kuch nhi🤣🤣
Hemant soren🙂
"
22484,"Isley tou haasii arhi mereko😂😂😂😂😂😂
Ekdum bhoot😂😂😂
"
22485,"🥲🥲🥲
"
22486,"Soch rhe honge marks ke liye kya kya krna pad rha h🥲
"
22487,"Suna hai Hemant ji ko to pura mine mil gaya hai benefits mai🙂
"
22488,"minority privilege
"
22489,"<Media omitted>
"
22490,"you and who?👀
"
22491,"Sab chiz hi mil gya h bhai🙂
"
22492,"Harshit
"
22493,"No one🥲
"
22494,"Bahut jyada 🥲
"
22495,"@918987638363 bola finally😭😭😭
"
22496,"Aisa lagra hai kisi ka murder karne wale hai
"
22497,"Bas beijjati suru 🙂
"
22498,"Isko galti nikalna h sirf
"
22499,"Bsdk😒
"
22500,"jag suna suna laage😂
"
22501,"Might be some couple thing
"
22502,"Kyaaa bola ye?
"
22503,"Khud kahi ka adimanab lagrha bakiyo ko bolna h lekin
"
22504,"Meet me sunn
"
22505,"Bhai ministry visit karne bol raha hai😂
"
22506,"Yehi tribal hai...
"
22507,"New fetish...i see
"
22508,"Sab suna suna laage
"
22509,"Uska to 1st tha na?
"
22510,"😂brooo 🫂
"
22511,"🫂😂
"
